Date,Open,High,Low,Close
2021-04-02 06:40:00,59438.11,59475.74,59354.22,59450.01
2021-04-02 06:45:00,59450.01,59626.32,59436.17,59620.62
2021-04-02 06:50:00,59620.63,59641.31,59546.72,59568.59
2021-04-02 06:55:00,59568.59,59600.0,59520.73,59527.58
2021-04-02 07:00:00,59527.58,59716.86,59525.66,59686.65
2021-04-02 07:05:00,59686.65,59717.94,59654.45,59677.33
2021-04-02 07:10:00,59677.34,59686.25,59591.02,59625.76
2021-04-02 07:15:00,59625.76,59666.0,59575.03,59616.24
2021-04-02 07:20:00,59616.24,59722.99,59616.24,59634.66
2021-04-02 07:25:00,59630.0,59738.36,59619.69,59717.99
2021-04-02 07:30:00,59718.0,59741.65,59638.79,59640.01
2021-04-02 07:35:00,59640.0,59684.82,59556.0,59588.09
2021-04-02 07:40:00,59588.1,59588.1,59500.0,59534.74
2021-04-02 07:45:00,59534.75,59592.12,59499.99,59580.01
2021-04-02 07:50:00,59580.0,59591.73,59500.0,59545.92
2021-04-02 07:55:00,59545.93,59587.51,59417.63,59417.63
2021-04-02 08:00:00,59421.21,59630.56,59418.09,59580.0
2021-04-02 08:05:00,59580.0,59645.19,59438.0,59510.0
2021-04-02 08:10:00,59510.0,59543.02,59414.46,59451.93
2021-04-02 08:15:00,59451.93,59599.37,59451.93,59525.53
2021-04-02 08:20:00,59525.53,59534.23,59418.76,59488.3
2021-04-02 08:25:00,59488.3,59538.53,59428.43,59535.97
2021-04-02 08:30:00,59535.97,59600.0,59500.0,59505.98
2021-04-02 08:35:00,59505.98,59520.04,59450.0,59472.53
2021-04-02 08:40:00,59472.53,59550.0,59466.03,59507.87
2021-04-02 08:45:00,59507.88,59528.35,59428.57,59470.5
2021-04-02 08:50:00,59470.49,59529.76,59427.24,59504.32
2021-04-02 08:55:00,59504.32,59555.98,59463.7,59483.5
2021-04-02 09:00:00,59483.5,59496.17,59414.58,59452.29
2021-04-02 09:05:00,59452.29,59482.85,59370.0,59469.94
2021-04-02 09:10:00,59469.86,59510.04,59333.45,59373.83
2021-04-02 09:15:00,59373.84,59475.64,59365.13,59383.8
2021-04-02 09:20:00,59382.16,59434.49,59218.0,59433.11
2021-04-02 09:25:00,59433.1,59464.98,59363.6,59464.9
2021-04-02 09:30:00,59464.89,59550.0,59425.0,59550.0
2021-04-02 09:35:00,59549.99,59611.0,59529.99,59606.52
2021-04-02 09:40:00,59606.52,59633.02,59570.23,59599.19
2021-04-02 09:45:00,59599.19,59680.0,59573.96,59663.85
2021-04-02 09:50:00,59663.85,59685.0,59597.4,59623.9
2021-04-02 09:55:00,59623.9,59640.0,59610.0,59621.01
2021-04-02 10:00:00,59621.02,59621.02,59523.89,59583.16
2021-04-02 10:05:00,59583.16,59588.38,59472.74,59485.2
2021-04-02 10:10:00,59483.0,59509.56,59449.0,59464.61
2021-04-02 10:15:00,59464.61,59620.19,59461.34,59546.24
2021-04-02 10:20:00,59546.25,59649.47,59546.25,59642.76
2021-04-02 10:25:00,59642.75,59642.76,59551.17,59604.78
2021-04-02 10:30:00,59604.78,59659.09,59596.19,59609.77
2021-04-02 10:35:00,59609.77,59631.41,59526.47,59596.19
2021-04-02 10:40:00,59596.18,59604.26,59514.75,59599.99
2021-04-02 10:45:00,59599.99,59600.0,59478.82,59517.01
